post_id,fact_check_id
9578,36667
23396,36667
11924,36669
23364,36669
13057,36679
3417,36684
15337,36685
12965,36687
12966,36687
21986,36695
11888,36699
11888,81161
16000,36700
7457,36703
11575,36705
8406,36709
8406,44221
17571,36712
9120,36713
12471,36714
13387,36718
8401,36719
27950,36719
12955,36720
13706,36720
3654,36721
11048,36721
20562,36722
13585,36723
20241,36723
14258,36729
9572,36730
7896,36733
9699,36734
8822,36737
3238,36739
21989,36740
21989,111176
27025,36741
13685,36744
3556,36746
13606,36746
11049,36747
27855,36747
27395,36751
16835,36752
4379,36755
7512,36756
13664,36756
16667,36757
3455,36758
13544,36758
13545,36758
13094,36759
13711,36759
16284,36759
3525,36760
14128,36761
13565,36763
13686,36763
17396,36766
20847,36766
7438,36767
7439,36767
13670,36768
13670,82462
27405,36769
20407,36770
27230,36770
9772,36775
22454,36775
22455,36775
14618,36776
7270,36777
14077,36777
20914,36777
27415,36777
3333,36778
3333,52851
9698,36778
9698,52851
17576,36779
20368,36779
3530,36782
12461,36782
25919,36784
19796,36793
14705,90575
14705,90576
14705,147610
10862,90575
10862,90576
10862,147610
19986,36797
20910,36798
25897,36799
5731,36801
14347,36801
6862,36804
2875,36805
13021,36806
13021,138302
27592,36835
15093,36855
7517,36856
7517,36857
15629,36856
15629,36857
16338,36856
16338,36857
3430,36882
17168,36882
27850,36882
8454,36893
8454,113686
15920,36894
15920,113671
7533,36959
7533,66274
16745,36959
16745,66274
4911,36989
6602,36993
6602,36994
11364,37036
11364,44087
12499,37036
12499,44087
21742,37046
21742,57899
21743,37046
21743,57899
21744,37046
21744,57899
3222,37048
5020,37048
10184,37081
21570,37092
19548,37156
3949,37163
5787,37166
24195,37177
24195,85423
11239,37182
12283,37203
19698,37204
25830,37204
1981,37226
10767,37226
11602,37226
19415,37241
23723,37244
11350,37253
8824,37263
9811,37264
18824,37264
13122,37265
15320,37265
8437,37267
15583,37267
20602,37267
8495,37277
18172,87308
7566,37284
7566,142989
6483,37294
20374,37294
752,37296
8172,37296
8173,37296
9398,37298
17134,37304
12323,37306
4443,37312
4443,55482
12251,37312
12251,55482
15382,37312
15382,55482
19596,37315
24763,37315
10565,37321
19401,37321
7565,37330
7559,37334
7559,50975
15054,37394
26353,37396
11035,37397
16219,37399
21800,37399
5511,37404
7580,37404
17411,37405
19411,37405
19412,37405
6352,37414
3065,37419
27435,37419
27436,37419
23852,37434
23853,37434
23854,37434
5262,37441
16411,37441
10981,37442
18888,37442
2903,37444
20336,37444
25629,37444
2469,37445
13186,37445
16779,37445
27376,37447
1191,37449
19173,37449
11783,132894
5574,132894
17513,132894
6399,132894
7562,37459
7562,37510
5708,37459
5708,37510
7581,37461
7581,141395
7573,37461
7573,141395
21898,37467
25985,193582
25201,37470
25201,193582
21089,145086
21037,145086
7560,37484
7561,37484
7572,37484
3208,37487
14186,37488
17650,37489
4781,37491
26275,37492
21759,37495
26273,37495
26149,37496
26234,37498
26235,37498
20776,107192
23959,37508
24397,37508
7898,37517
26211,37521
26529,37524
26465,37525
26388,37530
616,193286
27834,37563
27835,37563
18189,37586
19110,37587
674,37607
21550,37607
4936,37608
10134,37615
27564,37615
7599,37619
27216,37619
13596,37627
13597,37627
5498,37629
8908,37638
8908,37644
8908,50684
9282,37638
9282,37644
9282,50684
21853,37638
21853,37644
21853,50684
7678,37641
7678,75899
17921,37642
17921,78659
10592,37651
16240,37651
23104,37651
7601,37663
9780,37671
10861,37671
15893,37671
18167,37671
22258,37671
1356,37689
2428,37700
2428,81713
12403,37700
12403,81713
28056,37700
28056,81713
5501,37701
8559,37701
12191,37721
17828,62650
21227,37740
21227,62650
16545,37750
16545,102374
16545,147521
16048,37787
7640,37806
20803,37810
22444,37810
5191,37814
9013,37814
14545,37814
15426,37819
9068,37843
16410,37843
20532,37850
679,37852
679,37853
679,137503
2981,37852
2981,37853
2981,137503
10013,37856
10014,37856
10015,37856
9432,37858
16624,37863
16625,37863
16626,37863
16627,37863
9477,37864
13349,37864
12629,37920
17261,37920
20283,37953
12264,37981
15239,37981
9671,37990
14794,37990
21,37995
22,37995
14777,37995
2731,37997
2821,37997
2822,37997
25807,37997
16,38000
1823,38000
13853,38000
15999,38000
19807,38000
19808,38000
24569,38021
24780,38021
23961,38027
23961,131868
8298,38038
27776,38039
27776,38045
11512,38043
13640,38043
21806,38043
4088,38044
6145,38921
618,38929
618,81790
1481,38929
1481,81790
1482,38929
1482,81790
11267,38931
11267,38932
170,38931
170,38932
21420,38934
21421,38934
21422,38934
7729,38936
14650,38936
25263,193563
16235,38968
18053,38968
27811,38972
548,38996
24745,39027
24746,39027
24747,39027
24748,39027
24011,39031
24011,72229
24011,141642
24010,39031
24010,72229
24010,141642
4370,39041
11223,39051
5323,39065
17585,39066
11092,141108
19637,39071
25780,141108
11091,141108
11090,141108
688,39076
10598,39076
12623,39076
15693,39076
4464,39090
4464,101503
11866,39090
25689,39090
4556,39093
11338,39096
2362,39145
6071,39145
7737,39145
3074,39147
3509,39147
7786,39147
19879,39147
7681,39173
18226,39173
553,39203
8050,39203
8051,39203
10608,39215
2349,39237
23127,39237
16487,102279
16486,102279
11402,39283
7024,39288
11813,39288
18969,39291
13315,39327
7688,39328
5549,39329
5549,48286
13351,39329
13351,48286
7693,39332
7693,39352
22144,39332
22144,39352
3120,39337
1022,39345
27151,39345
8361,39353
8362,39353
978,39355
11001,39355
455,39358
11164,39362
11164,80303
18400,39362
18400,80303
3578,39371
7694,39371
2574,39372
2575,39372
24615,39372
7695,39374
5247,39414
7556,39414
7557,39414
5272,39450
10079,39450
13465,39451
16220,39451
1659,39533
1659,50605
16777,39545
16778,39545
7719,39554
7720,39554
4827,39564
4827,39565
4827,55058
9868,39564
9868,39565
9868,55058
17191,39564
17191,39565
17191,55058
19120,78669
19119,78669
10694,39582
7731,39606
7736,39609
4538,39649
5506,39649
1332,39651
1559,39652
18768,39652
1702,39666
21931,39668
16480,59423
16482,59423
16481,59423
17810,39713
16277,39715
7768,39729
11254,39730
9848,39735
15778,39737
16012,39737
16013,39737
18119,39737
1326,39748
16291,39748
1135,39749
1303,39749
1304,39749
1982,39749
20573,39749
4205,39750
4206,39750
22362,39751
22363,39751
15291,39753
1784,39757
13905,39772
13905,137522
18171,39792
8800,39800
17444,39831
24157,39837
24158,39837
6814,39839
24089,39917
24236,39917
24307,39980
1137,39985
1137,72570
1137,200582
12582,39985
12582,72570
12582,200582
21372,39985
21372,72570
21372,200582
11463,39999
20204,39999
7810,40020
21068,40020
4760,40021
8864,40022
26803,40033
2319,40034
10016,40034
10733,40061
24667,40068
24668,40068
24866,40069
9542,40078
641,40079
875,40083
5257,40083
6155,40083
7776,40083
10167,40083
11444,40083
13004,40084
21447,40084
24248,40085
5654,40106
5655,40106
1087,40117
26187,40117
26188,40117
7684,40124
7685,40124
3305,40130
3305,54189
7632,40130
7632,54189
7166,40130
7166,54189
7211,40132
11469,40132
5355,40133
20610,40133
485,40151
6037,40151
9627,40152
5521,40227
25855,40227
27851,40242
9449,40246
14011,40246
7960,40266
2158,40295
2158,199627
7832,40295
7832,199627
12436,40296
7374,40300
17783,40300
2298,40316
9088,40327
9089,40327
11306,40343
14656,40343
15764,40343
18577,40343
4144,40346
4144,45688
8208,40346
8208,45688
5962,40346
5962,45688
14766,40351
14766,56829
14767,40351
14767,56829
1112,40353
14980,40353
21341,40353
7855,40387
15825,40387
22384,40433
17912,40434
18669,40434
17767,40439
16645,40444
12400,40445
17955,40445
17956,40445
25041,193360
25320,193360
2374,40614
1670,40671
1671,40671
2279,40684
4410,40684
3791,40699
21522,40699
4279,40700
4535,40711
14301,40711
17533,40711
4019,193475
20526,40718
2100,193475
635,40783
11603,40783
503,40824
503,89687
4198,40824
4198,89687
11931,40824
11931,89687
2627,40827
7843,40827
23970,40849
23987,40849
818,40857
18686,40857
20702,40857
19573,40866
19573,150480
19573,201211
19574,40866
19574,150480
19574,201211
12669,102157
3188,102157
12668,102157
23979,40893
64,40901
2039,40936
15362,40936
15363,40936
19213,40936
4764,40937
8761,40951
21057,54887
13774,54887
2962,41014
14927,41022
8999,41030
8999,118779
9210,41030
9210,118779
4209,41031
4713,41031
17377,41031
20697,41031
254,41051
2416,41060
5411,41060
12316,41060
8383,41066
8757,41066
11377,41097
4475,41098
16611,41099
24384,41104
5922,41107
5922,92029
21297,41110
6936,41113
638,41121
638,110204
5314,41125
5314,41234
5314,74024
8754,41125
8754,41234
8754,74024
15509,41125
15509,41234
15509,74024
20651,41125
20651,41234
20651,74024
24977,193302
24933,193531
24931,193531
24932,193531
23179,41145
23351,41145
24583,41148
14754,41149
832,41154
1230,41162
19635,41162
4747,41163
11498,41164
4757,41167
4734,41167
346,41167
21807,41168
21212,41169
21940,41169
17917,41176
2541,41177
8762,41178
17639,41184
17639,83772
17676,41185
18078,41185
24632,41187
24633,41187
24634,41187
1494,41190
4097,41191
2697,41194
6572,41201
12780,67483
2695,41212
2688,41212
1415,41212
18715,41213
18716,41213
11198,41216
12216,41222
12216,125598
12216,125609
7618,41233
13078,41233
15743,41233
15744,41233
10847,41243
10847,45632
18552,41243
18552,45632
8808,41245
4334,41249
15074,41249
5822,41259
4894,41299
4894,139303
4893,41299
4893,139303
6454,41303
7740,41303
18030,41303
12367,41307
12367,80092
18315,41307
18315,80092
21915,41317
768,41319
19289,41330
11977,41336
3557,41374
9234,41374
11179,41374
11180,41374
15347,41397
15347,95092
20772,41482
7915,41485
9278,41487
10980,41487
27789,41490
27790,41490
6909,41493
7910,41493
7912,41494
18747,41497
16315,41505
1036,41506
16014,41506
11562,41515
7919,41534
7920,41534
27043,41534
4931,41539
24106,41539
7921,41539
16093,41545
25865,41545
1346,41546
16351,41553
16351,144263
24062,41556
24062,144190
14380,41559
21215,41568
5094,41570
7923,41573
7924,41573
9295,41575
9296,41575
9977,41580
9978,41580
20409,41588
14355,41591
14355,115267
8966,41599
7184,41601
14988,41612
706,41619
3857,41625
10087,41626
20925,41626
7961,41628
9983,41628
9984,41628
10118,41628
11167,41628
7298,41649
8323,41649
7964,41651
26168,41654
7159,41674
7990,41756
715,41785
19885,41806
15378,41854
9623,41855
9624,41855
10726,41856
13480,41856
1918,41928
4917,41935
4917,147072
9301,41936
10515,41946
3118,41955
1216,41963
717,41992
6464,41993
6465,41993
4773,41994
19406,41994
5875,42049
6791,42049
2646,42052
2646,118833
14598,42052
14598,118833
21959,42052
21959,118833
10465,42071
14553,42071
21784,42095
8153,42167
7314,42171
7857,42171
11743,42185
12072,42185
18248,42185
18024,42208
20385,42208
4982,42274
4982,53805
11788,42274
11788,53805
3218,42296
8048,42296
13267,42296
24857,42307
770,42309
24771,42309
21861,42314
16496,101449
16497,101449
15773,42344
18327,42357
18327,42358
12423,42360
1021,42361
5649,42367
11978,42377
11978,70555
25738,42445
14628,42460
11029,42472
20345,42497
6498,42511
6287,42513
13743,42529
13743,45251
13743,45639
25977,42530
25977,45644
27656,42552
2264,42555
16532,42567
21862,42577
20342,42585
20342,68254
21304,42585
21304,68254
8528,42613
17054,42618
11823,42620
21309,42627
9748,42643
9748,82253
12266,42643
12266,82253
11918,42670
15911,42681
18123,42690
6692,42692
6692,69823
19659,42696
17125,111030
1086,42742
6095,42742
21780,42742
26178,93064
15066,93064
26179,93064
1357,42746
3588,42746
17618,42746
8222,42768
20575,42828
10084,42872
10084,61214
17229,42918
881,42940
882,42940
15326,43006
15326,105478
19961,43020
25938,43032
8771,43041
8771,43069
8771,64893
24875,43049
24876,43049
5065,43050
93,43061
788,43061
4528,43106
11693,43106
9217,43196
27393,43196
14120,43197
20106,43209
20106,136832
16136,43209
16136,136832
3571,43210
7003,43273
7984,43288
8324,43301
8325,43301
17787,43301
6102,43303
8327,43303
12254,43303
17375,43303
19171,43311
7008,43314
7008,43315
8330,43314
8330,43315
13338,43314
13338,43315
17092,43314
17092,43315
17104,43314
17104,43315
13892,43316
27492,43316
8329,43318
8331,43318
9600,43318
14531,43318
27234,43343
27234,72301
11461,43343
11461,72301
2553,43357
23948,43362
23937,43378
23938,43378
2085,43385
24395,43385
24396,43385
24161,43390
24162,43390
24163,43390
24057,43391
24058,43391
6052,43393
6052,98303
6053,43393
6053,98303
19549,43400
19549,71941
19549,111598
16169,43404
27806,43404
1462,43405
1462,72647
3371,43406
3706,43406
8067,43437
14906,43437
20299,43447
13946,43454
16432,43454
1119,43564
1120,43564
2337,43564
5838,43564
6666,43564
1726,43568
1726,105589
1726,105594
16584,43568
16584,105589
16584,105594
13737,43568
13737,105589
13737,105594
8341,43606
8341,85239
8343,43606
8343,85239
8345,43610
17621,43617
17621,146144
25995,43617
25995,146144
11016,43619
24284,43623
24284,132182
12337,43630
14729,43630
15500,43630
15559,43630
18204,43630
19153,43630
20014,43630
20206,43630
4259,43660
21841,43660
12956,43669
13534,43669
20410,43669
4270,43670
20352,43670
21963,43685
18281,43685
21962,43685
20231,43722
20231,44693
20231,52039
14617,43722
14617,44693
14617,52039
7083,43777
5790,43781
11580,43782
20596,43782
18832,43790
3834,43794
8377,43794
15809,43798
15809,54505
15550,43798
15550,54505
15557,43798
15557,54505
8043,43821
8043,110298
9463,43821
9463,110298
22432,43821
22432,110298
27357,43861
11383,43883
12501,43906
7143,43916
16374,43916
8548,43925
26776,43925
4548,43935
27024,43935
25760,43937
25760,82230
784,43945
8183,43949
11818,43951
8197,43953
786,43956
1449,43961
21171,43961
21714,43961
2250,43968
10872,43977
8526,43978
5736,43989
10745,44000
10745,45724
27543,44000
27543,45724
12498,44004
12497,44015
400,44023
874,44023
14551,44042
14551,105851
6247,44055
7030,44055
19984,44101
19984,60182
26956,44108
11820,44122
11820,45625
1917,44137
17271,44137
9304,44141
9989,44141
26810,44141
8011,44150
18765,44150
10900,44151
5712,44156
18002,44157
13692,44159
10713,44160
13696,44160
8404,44164
8405,44164
20364,44167
12967,44168
6345,44172
10801,44172
12984,44172
13691,44172
27383,44173
27474,44175
17338,44177
17754,44178
13369,44184
16289,44191
27406,44191
11805,44198
2148,44199
8403,44202
10201,44211
10201,44212
14022,44217
14023,44217
7310,44218
20363,44223
13687,44231
23557,44232
13215,44235
19490,44236
3189,44239
7249,44239
12032,44247
4782,44248
17423,44249
13671,44251
27718,44251
10666,44252
13023,44252
13550,44254
25787,44254
20277,44255
13424,44258
5810,112858
21758,44263
14994,44263
14994,112858
14994,138847
15406,138847
10516,44268
2417,44270
18009,44270
9756,44273
6293,44275
1207,44276
12468,44276
10711,44283
14528,44283
7827,44292
3670,44294
20584,44295
7437,44297
5982,44298
20848,44304
989,44306
17194,44306
21884,44307
3715,44309
17459,44310
4948,44311
13673,44311
12157,44312
25841,44317
19987,44321
6250,44323
7461,44328
12162,44330
7153,44331
3695,44332
9065,44332
16828,44332
16829,44332
19906,44332
18670,44333
13254,44334
7343,44335
17196,44336
20864,44336
9582,44337
10667,44337
16464,89930
23793,89930
23082,89930
23077,89930
11991,89930
11690,44338
20860,44340
4802,44341
22033,44344
22057,44344
6212,44345
13406,44347
27476,44354
27926,44358
8410,44361
13703,44364
22970,169236
22971,169236
8969,44368
13659,44371
6752,44372
20846,44372
6234,44374
20855,44374
20940,44377
20940,138180
20854,44378
18865,44384
7724,44385
13763,44385
13709,44389
1406,44391
22034,44391
27160,44391
12936,44393
4624,44395
9573,44398
9574,44398
9575,44398
11725,44398
20976,44398
20977,44398
20978,44398
14637,44404
6220,44405
13712,44406
12962,44407
27351,44408
6218,44409
13253,44410
3260,44414
20750,44414
21503,44414
27758,44415
8080,44428
19788,44428
10352,44431
18186,44434
3344,44437
7265,44441
5592,44450
8081,44459
16333,44459
16384,44461
3720,44485
2124,44495
8422,44495
9070,44495
20461,44495
26989,44499
2401,44501
2401,55966
2401,123869
4888,44501
4888,55966
4888,123869
16691,44501
16691,55966
16691,123869
17321,44501
17321,55966
17321,123869
20589,44501
20589,55966
20589,123869
1628,44503
6162,44505
13364,44505
13376,44505
16902,44505
4225,44519
8929,44519
25858,44519
3106,44521
11942,44521
14631,44521
9047,44530
1338,44557
1904,44557
17563,44557
8430,44562
8959,44563
8959,52323
12233,44563
12233,52323
12234,44563
12234,52323
388,44575
8436,44575
6138,44578
9554,44579
22340,44579
16633,44580
6146,44584
6158,44584
13282,44584
7156,44655
7156,44658
7392,44659
18965,44659
8440,44674
8441,44676
5439,44679
8443,44679
8449,44679
18835,44687
18835,90419
27783,44687
27783,90419
413,44704
413,115423
7663,44704
7663,115423
12846,44704
12846,115423
12848,44704
12848,115423
8168,44707
18225,44707
1182,44715
749,44719
3146,44719
8395,44726
762,44735
2269,44739
11899,44739
21206,44739
21401,44739
25854,44744
1550,44747
1550,118817
21321,44747
21321,118817
15102,44750
8094,44752
2979,44949
8499,44949
3648,44950
8167,44967
15591,44967
22245,44969
22245,66223
18877,44969
18877,66223
4217,44969
4217,66223
15348,44969
15348,66223
5497,44969
5497,66223
21159,44985
1313,45004
11920,45016
8519,45041
20416,45042
14914,45043
20423,45043
20418,45045
4404,45051
21168,45051
2247,45067
18689,45071
18689,146973
8202,45077
8202,89641
804,45081
27148,45081
570,45096
15434,45096
8527,45109
28050,45110
470,45113
10746,45117
10746,49821
3171,45119
10386,45130
10386,138550
17435,45138
18671,45139
18671,88324
2859,45146
9767,45152
11204,45157
13716,45176
13716,151905
14006,45191
14006,45570
21002,45191
21002,45570
27253,45194
2423,45206
3855,45209
8768,45209
8772,45209
10748,45209
14974,45212
20375,45212
21333,45212
8538,45213
9071,45213
18438,45213
8054,45235
8054,49905
25716,45236
25716,49554
342,45237
12715,45247
3625,45254
21330,45261
8350,45270
5139,45280
5139,45281
5139,68316
11897,45280
11897,45281
11897,68316
13745,45280
13745,45281
13745,68316
1011,45288
21170,45288
95,45291
2484,45291
15105,45291
27872,45293
27872,45580
21060,45293
21060,45580
4340,45295
27726,45323
2205,45324
8201,45328
22480,45332
10679,90084
10679,150114
10679,150131
10679,201180
9055,61316
9055,61317
2275,90084
2275,150114
2275,150131
2275,201180
15420,90084
15420,150114
15420,150131
15420,201180
18069,45340
20698,45341
8535,45351
11061,45351
11962,45369
21311,45369
9775,45370
9808,45370
13744,45370
13079,45373
11824,45374
1015,45386
1015,114317
1389,45400
10459,45400
19690,45402
8525,45404
8207,45405
25784,45405
21860,45407
4539,45415
21888,45416
1043,45417
1043,45418
1043,118826
9158,45417
9158,45418
9158,118826
21027,45417
21027,45418
21027,118826
21021,45417
21021,45418
21021,118826
7356,199854
25762,45420
25762,45423
25762,62233
9106,45420
9106,45423
9106,62233
8756,199854
3602,45422
4763,45427
20434,45427
11042,45430
11042,71516
1848,45444
1849,45444
14624,45444
20117,45450
20117,136121
4342,45455
8211,45455
12500,45458
17869,45481
9149,45482
12409,45482
2238,45507
7023,45509
7023,45657
7023,49735
15745,45523
15745,45575
1793,45531
10325,45531
15230,45531
1642,45533
18681,45548
765,45549
8534,45550
21968,45551
21968,49594
21211,45552
11869,45553
10633,45554
27147,45554
12006,45556
9799,45557
9800,45557
10680,45557
10681,45557
4417,45564
8357,45566
8155,45567
21097,45567
2263,45572
25673,45572
8794,45576
11365,45578
9768,45579
8079,45581
2972,45583
21863,45584
27137,45586
8539,45588
20754,45588
25845,45588
27247,45589
21787,45590
13457,45591
7388,138211
18582,45594
18583,45594
7389,138211
20685,45595
8542,45596
22509,45597
25778,45599
25901,45599
206,45607
18063,45608
8394,45611
20377,45611
21106,45611
20046,45612
21210,45612
11106,45613
10816,45614
8382,45615
20051,45616
8545,45617
25739,45618
27284,45620
25692,45621
9791,45623
9791,69959
8536,45624
16969,45626
8532,45627
20885,45627
8157,45630
13730,45631
8378,45633
18559,45633
759,45634
760,45634
25672,45634
27760,45636
11822,45637
10688,45638
10688,49502
8393,45640
8393,49731
11684,45640
11684,49731
15421,45640
15421,49731
15063,45642
15063,97614
20112,45645
3830,45646
1285,45648
5887,45648
19689,45650
19689,53252
20347,45650
20347,53252
7591,45653
11249,45654
11817,45654
14223,45654
22027,45656
6244,45658
6244,49581
22030,45659
4534,45660
10677,45663
14843,45666
14843,148467
15328,45666
15328,148467
27354,45666
27354,148467
20346,45667
27283,45668
897,45669
897,49565
6777,45670
8385,45670
12201,45670
6766,45671
18724,45671
8560,45673
8560,156407
14243,45673
14243,156407
18558,45673
18558,156407
21782,45673
21782,156407
12265,45673
12265,156407
410,45675
9157,45675
9147,45676
9148,45676
6727,45681
22074,45684
21100,45685
21101,45685
25602,45685
12568,45686
20755,45686
8205,45687
6897,45694
21204,45696
10843,45697
10843,49692
10843,145261
11979,45697
11979,49692
11979,145261
20176,45698
14600,45704
18679,45706
18679,49697
7854,45707
18067,45707
11797,45709
12903,45710
11898,45712
8380,45714
15329,45715
27193,45716
12005,45717
19040,45718
8702,45719
4103,45720
4103,87974
27110,45721
1748,45725
2231,45726
6091,45730
4540,45732
4540,106578
4627,45732
4627,106578
21121,45732
21121,106578
1061,45739
10055,45764
19527,45765
21897,45787
3342,45822
6078,45822
9310,45822
809,45837
5799,45837
28071,45837
14719,45841
16316,45841
16326,45841
9358,45843
15769,45843
17231,45843
2174,45847
17829,45847
9338,45849
9338,80333
18125,45849
18125,80333
810,45850
21438,45850
3687,45851
18316,45851
384,45860
8907,45863
8907,50811
8907,153604
14529,45863
14529,50810
14529,50811
14529,153604
22707,45863
22707,50810
22707,50811
22707,153604
425,45886
425,54596
521,45895
2941,45897
16938,45897
16939,45897
4914,45899
4914,110742
4915,45899
4915,110742
4916,45899
4916,110742
9909,45906
27600,45923
7991,45938
16658,45938
5613,45940
10077,45940
10987,45940
2032,45941
15270,45954
812,46008
7701,46018
7701,46020
19687,46018
19687,46020
1492,46035
7609,46035
5349,46092
18709,46092
19661,46092
18435,46157
4105,46158
5976,46158
22120,46158
8705,46160
9440,46180
5802,46458
3513,46459
15415,46459
4726,46463
5837,46463
6656,46463
19657,46471
19702,46471
3549,46482
3549,139396
12091,46496
12092,46496
12093,46496
16635,46496
26358,46496
24886,46518
24887,46518
5360,46520
4378,46529
8902,46529
16306,46529
26785,46534
4721,46543
5238,46543
9626,46544
13865,46544
27044,46544
27458,46544
7787,46545
7788,46545
7789,46545
6451,46548
6452,46548
4943,46907
11751,46908
24005,46912
7822,46928
7822,53777
15960,46929
15960,59182
2742,46929
2742,59182
1679,46936
5234,46942
16446,46942
18158,46942
27544,46942
8354,46949
20741,46949
10040,46984
10040,101210
10596,46984
10596,101210
11793,46984
11793,101210
12097,46985
8644,46987
8737,46987
22006,46996
25624,46996
25625,46996
25626,46996
11858,47036
18850,47036
16589,47047
817,47051
4445,47080
17972,47080
7226,47111
16928,47116
16928,133965
18718,47116
18718,133965
3871,47131
22220,47131
1002,47171
1416,47171
1968,47171
18265,47171
18266,47171
18267,47171
24229,47204
26739,47211
9262,47219
14582,47237
19908,47237
4703,47254
18899,47254
26672,47297
15760,47395
21192,47395
21904,47395
820,47396
3041,47396
19365,47396
22029,47429
25474,47429
7472,47488
7472,129299
7472,133466
8698,47563
8698,96528
8698,156771
8826,47563
8826,96528
8826,156771
19953,47563
19953,96528
19953,156771
8131,47563
8131,96528
8131,156771
9007,47563
9007,96528
9007,156771
826,47570
14855,47570
17077,47570
2105,47596
9037,47598
13427,47598
22165,47598
8704,47600
3548,47602
7403,47603
4677,47607
2823,47610
3295,47611
11768,47611
27442,47611
7633,47613
6016,47615
17027,47619
17249,47627
8707,47628
7353,47710
8718,47711
17534,47711
7269,47760
3301,47845
21583,47845
5707,47877
8753,47877
12212,47877
12308,47877
12317,47877
2610,47895
24551,47895
24734,47895
24858,47895
4825,47915
1489,47917
8778,47917
476,47932
1563,47932
6899,47932
26636,47985
15832,47986
25169,47987
25169,193486
24967,193486
24902,193260
24901,193260
25227,193564
25226,193564
25207,193261
4034,193261
11101,48005
25298,193316
25297,193316
4044,193316
7988,48016
10929,48016
10946,48016
25341,193311
3062,48024
11322,48024
25800,48034
26516,48037
24083,48044
24085,48044
24086,48044
11487,48045
1141,48050
21811,48050
18990,48051
18990,102767
16643,48051
16643,102767
166,48051
166,102767
17851,48053
7362,48060
10962,48060
18661,48060
414,48062
636,48062
7264,48062
24627,48062
24820,48062
17588,48068
24552,48069
24553,48069
24669,48069
8479,48092
12023,48092
12023,48095
12205,48092
12205,48095
617,48145
21561,48145
18676,48155
330,48176
587,48176
1704,48176
20717,48176
21896,48176
24681,48181
24682,48181
24683,48181
15758,48187
19247,48187
4951,48236
5894,48236
27648,48275
1251,48282
1251,48283
6187,48282
6187,48283
2460,48303
2461,48303
17460,48303
18210,48303
1060,48305
9031,48305
17172,48305
3229,48308
7558,48308
20269,48308
9412,48309
4653,48310
9742,48310
383,48314
14395,48314
15621,48314
16327,48314
5494,48317
20874,48317
20875,48317
27590,48317
1639,48341
5831,48343
17942,48499
8835,48806
9999,48806
10575,48806
27740,48830
4271,48961
4272,48961
7055,48967
18492,48969
6554,48972
9049,49022
25569,49030
27941,49030
46,49035
2369,49035
12589,49035
10222,49059
10223,49059
9084,49101
8790,51645
8790,59526
8791,51645
8791,59526
2060,49134
19043,49141
4434,193472
24703,49153
24704,49153
4014,49163
4015,49163
4288,49163
8769,49163
25112,49163
7864,49165
12110,85929
8151,49179
25308,193256
25153,193256
12885,88069
4385,49193
12646,49193
24903,193273
2666,49198
25315,193272
26233,49198
24993,193272
4048,49202
4048,193267
25040,193267
3714,49225
22511,49225
4570,49229
3235,49238
5192,49238
13451,49238
19104,49238
4302,49239
14892,49239
15367,49239
3370,49240
3362,49243
3363,49243
17086,49243
22351,49243
11959,49261
22305,49262
22305,79809
15292,49264
18295,49264
22230,49264
9369,49267
14100,49282
14100,91660
23061,166224
8881,49419
26865,49430
6939,49433
14619,49436
24608,49451
24705,49451
18549,49456
8838,49464
27607,49464
226,49484
761,49485
10844,49486
10844,49487
10844,49488
10844,62257
10885,49486
10885,49487
10885,49488
10885,62257
123,49516
10734,49516
17886,49521
21103,49521
6248,49548
6248,49641
10883,49563
12001,49570
15100,49576
17841,49614
20991,49623
20991,57775
20991,136413
18721,49623
18721,57775
18721,136413
184,49624
27977,49624
22112,49664
15765,49669
16473,49669
20387,49671
15423,49673
15423,53319
25746,49673
25746,53319
13717,49673
13717,53319
8529,49681
8529,71311
21096,49684
11069,49715
11900,49715
9801,49719
9801,92395
9801,153855
4335,49724
20692,49751
20693,49751
21061,49753
25894,49753
4172,49754
11816,49754
12828,49771
843,49775
20384,49775
28032,49775
12633,49781
4759,49809
8388,49809
3261,49813
3261,86874
3261,86877
8386,49830
25973,49830
8544,49848
27631,49856
4332,49859
4332,156346
15060,49859
15060,156346
10290,49861
12130,49869
12130,49871
27542,49869
27542,49871
10841,49894
10842,49894
27746,49912
4338,49932
4339,49932
8897,49960
8898,49960
12981,49960
8887,49969
17442,49969
19948,49977
2472,50022
6749,50022
9169,50023
4516,50036
1912,50049
18409,50049
18410,50049
8318,50055
27235,50055
13786,50056
8215,50059
2224,50066
9177,50066
14862,50066
8803,50077
22313,50077
8970,50080
9179,50085
650,50092
7484,50092
629,50093
629,50094
630,50093
630,50094
5242,50107
5242,53495
9183,50110
25914,50110
10721,50114
14991,50114
27724,50114
9184,50115
9185,50115
9186,50115
572,50117
19891,50117
7621,50127
8880,50127
9207,50127
16196,50127
20486,50127
17655,50128
21916,50128
25843,50128
9188,50137
9188,51368
17291,50137
17291,51368
5305,50138
5307,50138
2450,50141
2451,50141
15256,50141
22152,50141
9200,50147
13735,50147
16188,50149
839,50156
3507,50156
8277,50156
12657,50158
27647,50158
27221,50159
27222,50159
2445,50161
13824,50161
25972,50161
27572,50161
16295,50171
9206,50182
9206,50183
13878,50182
13878,50183
15300,50184
16766,50184
6822,50189
905,50191
1433,50191
19812,50191
7742,50205
14676,50205
841,50206
841,114081
10035,50209
9214,50219
9050,50229
13289,50229
903,50231
6983,50238
8244,50250
